ID lección	Bloque	#	Tipo / Punti	Texto ES	Texto EN	Texto 2 ES	Texto 2 EN	Opción 1 ES	Opción 1 EN	Opción 2 ES	Opción 2 EN	Opción 3 ES	Opción 3 EN	Opción 4 ES	Opción 4 EN	Opción 5 ES	Opción 5 EN	Opción 6 ES	Opción 6 EN	Correcta	Pista ES	Pista EN	Tiempo (s)	Estado	Notas
limitaciones-y-alucinaciones	PANTALLA	2	leyendo	Cuando una IA inventa datos, citas, libros o enlaces que no existen, decimos que alucina. Pasa porque predice lo probable, no lo verdadero. Pídele la biografía de alguien poco conocido y puede regalarle premios que nunca ganó.	When an AI makes up facts, quotes, books or links that don't exist, we say it hallucinates. It happens because it predicts what's likely, not what's true. Ask for the biography of someone little known and it may hand them awards they never won.																			Borrador	
limitaciones-y-alucinaciones	PANTALLA	3	error	Las alucinaciones no son el único punto débil:	Hallucinations aren't the only weak spot:																			Borrador	
limitaciones-y-alucinaciones	GRAFICO_TABLA	3						Limitación	Limitation	Ejemplo	Example													Borrador	
limitaciones-y-alucinaciones	FILA	3						Alucinaciones	Hallucinations	Cita un libro que no existe	Cites a book that doesn't exist													Borrador	
limitaciones-y-alucinaciones	FILA	3						Fecha de corte	Cutoff date	No sabe el resultado del partido de ayer	Doesn't know last night's game score													Borrador	
limitaciones-y-alucinaciones	FILA	3						Cuentas largas	Long calculations	Se equivoca sumando una lista larga	Gets a long list of sums wrong													Borrador	
limitaciones-y-alucinaciones	FILA	3						Sesgos	Bias	Repite estereotipos de sus datos	Repeats stereotypes from its data													Borrador	
limitaciones-y-alucinaciones	PANTALLA	4	info	Tu escudo tiene cuatro pasos. Úsalo siempre que el dato importe:	Your shield has four steps. Use it whenever the fact matters:																			Borrador	
limitaciones-y-alucinaciones	GRAFICO_FLUJO	4						Pide las fuentes	Ask for sources	Abre los enlaces y revisa	Open the links and check	Contrasta con otra fuente	Compare with another source	Decide tú	You decide									Borrador	
limitaciones-y-alucinaciones	PANTALLA	5	hype	Piensa en la IA como un copiloto brillante pero distraído: te ayuda muchísimo, pero el volante lo llevas tú. En salud, dinero o temas legales, la última palabra la tiene un profesional. ¡A practicar!	Think of AI as a brilliant but distracted copilot: it helps a lot, but you're the one at the wheel. For health, money or legal matters, a professional has the final say. Let's practice!																			Borrador	
limitaciones-y-alucinaciones	EJERCICIO	1	opcion-multiple	Una IA te recomienda un libro con título, autor y año, pero no aparece en ninguna parte. ¿Qué pasó?	An AI recommends a book with a title, author and year, but it's nowhere to be found. What happened?			El libro es secreto	The book is secret	La IA alucinó y lo inventó	The AI hallucinated and made it up	Tu internet está fallando	Your internet is down	El libro se agotó ayer	The book sold out yesterday					2	Inventar datos con total seguridad tiene un nombre.	Making things up with total confidence has a name.		Borrador	
limitaciones-y-alucinaciones	EJERCICIO	2	verdadero-falso	Si una IA responde con mucha seguridad, la respuesta es correcta.	If an AI answers with great confidence, the answer is correct.															falso	Recuerda: se equivoca con cara de total seguridad.	Remember: it can be wrong with a straight face.		Borrador	
limitaciones-y-alucinaciones	EJERCICIO	3	completar-frase	Cuando una IA inventa un dato que no existe, decimos que está	When an AI makes up a fact that doesn't exist, we say it's	.	.	alucinando	hallucinating	descansando	resting	actualizándose	updating							1	Es la palabra que usamos durante toda la lección.	It's the word we used throughout the lesson.		Borrador	
limitaciones-y-alucinaciones	EJERCICIO	4	ordenar-pasos	Ordena los pasos de tu escudo contra las alucinaciones:	Put the steps of your hallucination shield in order:			Pide las fuentes	Ask for sources	Abre los enlaces y revisa	Open the links and check	Contrasta con otra fuente	Compare with another source	Decide tú	You decide						Sin fuentes no hay nada que revisar; la decisión va al final.	Without sources there's nothing to check; the decision comes last.		Borrador	
limitaciones-y-alucinaciones	EJERCICIO	5	escribir-prompt	Escribe un prompt pidiendo información sobre un tema, con fuentes, y que la IA diga 'no lo sé' si no está segura.	Write a prompt asking for information on a topic, with sources, and telling the AI to say 'I don't know' if it isn't sure.																Darle permiso de decir 'no lo sé' reduce las respuestas inventadas.	Giving it permission to say 'I don't know' cuts down on made-up answers.		Borrador	
limitaciones-y-alucinaciones	TAREA			Pídele a una IA tres fuentes sobre un tema que te interese. Abre cada enlace y anota cuántas existen de verdad y dicen lo que la IA prometió.	Ask an AI for three sources on a topic you care about. Open every link and note how many actually exist and say what the AI claimed.																			Borrador	
modelos-recientes	LECCION			Los modelos más recientes	The latest models	Contenido vivo: se actualiza cada semana con las novedades del mundo de la IA.	Living content: updated every week with what's new in AI.																180	Borrador	Mundo Lexia. Escrita por Claude, datos a septiembre de 2026.
modelos-recientes	PLAN			Saber qué mirar para comparar los modelos más nuevos.		Contenido vivo: se actualiza desde el admin cuando salga algo importante · Qué comparar: calidad, velocidad, precio, si ve imágenes o escucha (multimodal) y cuánto texto recuerda (ventana de contexto) · Dónde mantenerse al día																			Revisar y actualizar con frecuencia. Evitar afirmaciones que envejezcan rápido.
modelos-recientes	PANTALLA	1	boot	Cada pocas semanas sale un modelo 'más poderoso que nunca'. Si persigues cada anuncio, te mareas. Mejor aprende qué mirar, y así entiendes cualquier novedad que llegue.	Every few weeks a model comes out that's 'more powerful than ever'. Chase every announcement and you'll get dizzy. Better to learn what to look at, so you understand any news that comes along.																			Borrador	
modelos-recientes	PANTALLA	2	leyendo	Estos son los cinco criterios para comparar cualquier modelo:	These are the five criteria for comparing any model:																			Borrador	
modelos-recientes	GRAFICO_TABLA	2						Qué mirar	What to check	Qué significa	What it means													Borrador	
modelos-recientes	FILA	2						Calidad	Quality	Qué tan bien razona y escribe	How well it reasons and writes													Borrador	
modelos-recientes	FILA	2						Velocidad	Speed	Cuánto tarda en responder	How long it takes to answer													Borrador	
modelos-recientes	FILA	2						Precio	Price	Si es gratis o de pago, y cuánto uso te da	Free or paid, and how much use you get													Borrador	
modelos-recientes	FILA	2						Multimodal	Multimodal	Si entiende fotos, audio o video	Whether it understands photos, audio or video													Borrador	
modelos-recientes	FILA	2						Ventana de contexto	Context window	Cuánto texto tiene en cuenta a la vez	How much text it can keep in mind at once													Borrador	
modelos-recientes	PANTALLA	3	info	La ventana de contexto es su memoria de trabajo. Si le pegas un documento enorme y la ventana es pequeña, empieza a olvidar el principio. Si la ventana es grande, puede leer un libro entero y responderte sobre él.	The context window is its working memory. Paste a huge document into a small window and it starts forgetting the beginning. With a big window, it can read a whole book and answer questions about it.																			Borrador	
modelos-recientes	PANTALLA	4	online	Hoy muchas apps te dejan elegir entre un modelo rápido y uno de razonamiento. El de razonamiento se toma su tiempo para pensar antes de responder: tarda más, pero resuelve mejor problemas difíciles. Para lo diario, el rápido basta.	Many apps now let you choose between a fast model and a reasoning model. The reasoning one takes time to think before answering: slower, but better at hard problems. For everyday stuff, the fast one is enough.																			Borrador	
modelos-recientes	PANTALLA	5	hype	Para enterarte de lo nuevo, visita la lección Novedades de la semana en el planeta Arena. ¿Salió un modelo nuevo? Lee el anuncio oficial, pruébalo con una tarea tuya junto al que ya usas y después decide si te cambias. ¡A practicar!	To keep up, check the This week's news lesson on planet Arena. A new model is out? Read the official announcement, try it on one of your own tasks next to the one you already use, and then decide whether to switch. Let's practice!																			Borrador	
modelos-recientes	EJERCICIO	1	opcion-multiple	¿Qué es la ventana de contexto?	What is the context window?			El tamaño de la pantalla del chat	The size of the chat screen	Cuánto texto puede tener en cuenta el modelo a la vez	How much text the model can keep in mind at once	El horario en que funciona la IA	The hours the AI is available	La cantidad de idiomas que habla	The number of languages it speaks					2	Piensa en la memoria de trabajo del modelo.	Think of the model's working memory.		Borrador	
modelos-recientes	EJERCICIO	2	verdadero-falso	Un modelo multimodal puede entender imágenes o audio además de texto.	A multimodal model can understand images or audio as well as text.															verdadero	Multi significa varios: varios tipos de información.	Multi means several: several kinds of information.		Borrador	
modelos-recientes	EJERCICIO	3	completar-frase	Los modelos que se toman un tiempo para pensar antes de responder se llaman modelos de	Models that take time to think before answering are called	.	models.	razonamiento	reasoning	vacaciones	vacation	publicidad	advertising							1	Tardan más, pero resuelven mejor los problemas difíciles.	They're slower, but better at hard problems.		Borrador	
modelos-recientes	EJERCICIO	4	ordenar-pasos	Ordena cómo evaluar un modelo nuevo antes de cambiarte:	Put in order how to evaluate a new model before switching:			Lee el anuncio oficial	Read the official announcement	Pruébalo con una tarea tuya junto al que ya usas	Try it on one of your tasks next to the one you use	Decide si te cambias	Decide whether to switch								Primero te informas, luego pruebas y al final decides.	First you read up, then you test, and finally you decide.		Borrador	
modelos-recientes	EJERCICIO	5	escribir-prompt	Escribe un prompt pidiéndole a una IA que compare dos asistentes con los cinco criterios de esta lección, en una tabla.	Write a prompt asking an AI to compare two assistants using this lesson's five criteria, in a table.																Nombra los criterios uno por uno y pide que diga la fecha de sus datos.	List the criteria one by one and ask it to state how recent its data is.		Borrador	
modelos-recientes	TAREA			Haz la misma pregunta difícil a dos modelos (por ejemplo, el rápido y el de razonamiento de la misma app). Califica cada respuesta de 1 a 5 en calidad y velocidad.	Ask two models the same hard question (for example, the fast one and the reasoning one in the same app). Score each answer from 1 to 5 for quality and speed.																			Borrador	
anatomia-de-un-prompt	LECCION			Anatomía de un buen prompt	Anatomy of a good prompt	Las piezas de una buena instrucción.	The pieces of a good instruction.																180	Borrador	Mundo Eco. Escrita por Claude, datos a septiembre de 2026.
anatomia-de-un-prompt	PLAN			Armar un prompt completo con sus piezas.		Rol (quién debe ser la IA) · Tarea (qué quieres exactamente) · Contexto (para quién, para qué) · Formato (lista, tabla, correo, extensión) · Tono y ejemplos																			Tabla: prompt vago vs. prompt completo. Escribir un prompt con las 5 piezas.
anatomia-de-un-prompt	PANTALLA	1	boot	Pedirle algo a una IA es como pedir un domicilio: si solo dices 'tráeme comida', te llega cualquier cosa. Hoy armamos el pedido perfecto, pieza por pieza.	Asking an AI for something is like ordering delivery: if you just say 'bring me food', you'll get anything. Today we build the perfect order, piece by piece.																			Borrador	
anatomia-de-un-prompt	PANTALLA	2	leyendo	Un buen prompt tiene cinco piezas. Mira cómo se ven en un solo pedido:	A good prompt has five pieces. Here's how they look in a single request:																			Borrador	
anatomia-de-un-prompt	GRAFICO_TABLA	2						Pieza	Piece	Ejemplo	Example													Borrador	
anatomia-de-un-prompt	FILA	2						Rol	Role	Eres un nutricionista	You're a nutritionist													Borrador	
anatomia-de-un-prompt	FILA	2						Tarea	Task	Arma un menú de almuerzos	Plan a lunch menu													Borrador	
anatomia-de-un-prompt	FILA	2						Contexto	Context	Para una familia de 4 con poco presupuesto	For a family of 4 on a tight budget													Borrador	
anatomia-de-un-prompt	FILA	2						Formato	Format	En una tabla de lunes a viernes	In a Monday to Friday table													Borrador	
anatomia-de-un-prompt	FILA	2						Tono	Tone	Sencillo, sin palabras técnicas	Simple, no technical words													Borrador	
anatomia-de-un-prompt	PANTALLA	3	online	La pieza que casi todos olvidan es el contexto. La IA no te conoce: no sabe para quién es, para qué lo necesitas ni qué intentaste antes. Una o dos frases de contexto cambian por completo la respuesta.	The piece almost everyone forgets is context. The AI doesn't know you: it doesn't know who it's for, why you need it or what you already tried. One or two sentences of context completely change the answer.																			Borrador	
anatomia-de-un-prompt	PANTALLA	4	info	Compara un pedido vago con uno completo:	Compare a vague request with a complete one:																			Borrador	
anatomia-de-un-prompt	GRAFICO_TABLA	4						Prompt vago	Vague prompt	Prompt completo	Complete prompt													Borrador	
anatomia-de-un-prompt	FILA	4						Escribe un correo	Write an email	Escribe un correo corto y amable a mi jefe pidiendo el viernes libre por una cita médica. Máximo 5 líneas.	Write a short, friendly email to my boss asking for Friday off for a doctor's appointment. 5 lines max.													Borrador	
anatomia-de-un-prompt	FILA	4						Dame ideas de negocio	Give me business ideas	Dame 5 ideas de negocio desde casa con poca inversión, en una lista con el costo aproximado de cada una.	Give me 5 home business ideas with low startup costs, as a list with the approximate cost of each.													Borrador	
anatomia-de-un-prompt	PANTALLA	5	hype	No necesitas las cinco piezas siempre. Regla fácil: mientras más importante es el resultado, más piezas le pones. ¡Vamos a practicar!	You don't always need all five pieces. Easy rule: the more the result matters, the more pieces you add. Let's practice!																			Borrador	
anatomia-de-un-prompt	EJERCICIO	1	opcion-multiple	En el prompt 'Eres un profesor de inglés paciente', ¿qué pieza estás usando?	In the prompt 'You're a patient English teacher', which piece are you using?			El formato	Format	El rol	Role	El tono	Tone	La tarea	Task					2	Le estás diciendo quién debe ser.	You're telling it who to be.		Borrador	
anatomia-de-un-prompt	EJERCICIO	2	verdadero-falso	Un buen prompt siempre tiene que ser larguísimo.	A good prompt always has to be really long.															falso	Recuerda la regla: más piezas cuando el resultado importa más.	Remember the rule: more pieces when the result matters more.		Borrador	
anatomia-de-un-prompt	EJERCICIO	3	completar-frase	Pedir la respuesta 'en una tabla' o 'en 3 viñetas' es darle a la IA el	Asking for the answer 'in a table' or 'in 3 bullet points' gives the AI the	.	.	formato	format	rol	role	contexto	context							1	Es la pieza que decide cómo se ve la respuesta.	It's the piece that decides what the answer looks like.		Borrador	
anatomia-de-un-prompt	EJERCICIO	4	ordenar-pasos	Ordena cómo se trabaja con un prompt de principio a fin:	Put in order how you work with a prompt from start to finish:			Escribes el prompt con sus piezas	You write the prompt with its pieces	Lees la respuesta	You read the answer	Pides ajustes si algo falta	You ask for tweaks if something's missing	Usas el resultado	You use the result						Nadie usa una respuesta antes de leerla.	Nobody uses an answer before reading it.		Borrador	
anatomia-de-un-prompt	EJERCICIO	5	escribir-prompt	Escribe un prompt con las cinco piezas para planear el cumpleaños de alguien que quieres.	Write a prompt with all five pieces to plan a birthday for someone you love.																Rol, tarea, contexto, formato y tono: revisa que estén todas.	Role, task, context, format and tone: check they're all there.		Borrador	
anatomia-de-un-prompt	TAREA			Busca un prompt que hayas usado antes y reescríbelo con las cinco piezas. Envía los dos y compara qué respuesta te sirvió más.	Find a prompt you've used before and rewrite it with all five pieces. Send both and compare which answer helped you more.																			Borrador	
errores-comunes	LECCION			Errores comunes	Common mistakes	Lo que casi todos hacen mal al empezar.	What almost everyone gets wrong at first.																180	Borrador	Mundo Eco. Escrita por Claude, datos a septiembre de 2026.
errores-comunes	PLAN			Evitar los errores que casi todos cometen al empezar.		Ser vago ('hazme algo bonito') · Pedir diez cosas en un solo mensaje · No dar contexto · Aceptar la primera respuesta sin pedir ajustes · Pegar datos sensibles																			Verdadero/falso con malos prompts. Reescribir un prompt vago.
errores-comunes	PANTALLA	1	boot	Todos empezamos igual: escribimos tres palabras, la IA responde algo genérico y pensamos 'esto no sirve'. Casi siempre el problema está en el pedido. Veamos los errores más comunes.	We all start the same way: we type three words, the AI replies with something generic and we think 'this is useless'. The problem is almost always the request. Let's look at the most common mistakes.																			Borrador	
errores-comunes	PANTALLA	2	error	Cinco errores y cómo arreglarlos:	Five mistakes and how to fix them:																			Borrador	
errores-comunes	GRAFICO_TABLA	2						Error	Mistake	Mejor así	Do this instead													Borrador	
errores-comunes	FILA	2						Ser vago: 'hazme algo bonito'	Being vague: 'make something nice'	Di qué, para quién y cómo	Say what, for whom and how													Borrador	
errores-comunes	FILA	2						Pedir diez cosas en un mensaje	Asking for ten things in one message	Una tarea por mensaje o por pasos	One task per message, or in steps													Borrador	
errores-comunes	FILA	2						No dar contexto	Giving no context	Cuenta tu situación en 1 o 2 frases	Explain your situation in 1 or 2 sentences													Borrador	
errores-comunes	FILA	2						Quedarse con la primera respuesta	Settling for the first answer	Pide cambios concretos	Ask for specific changes													Borrador	
errores-comunes	FILA	2						Pegar datos sensibles	Pasting sensitive data	Quita nombres, documentos y contraseñas	Remove names, ID numbers and passwords													Borrador	
errores-comunes	PANTALLA	3	leyendo	La primera respuesta es un borrador, no un contrato. Conversa con la IA: 'hazlo más corto', 'ahora en tono de WhatsApp', 'dame otro ejemplo'. Cada ajuste te acerca a lo que buscas.	The first answer is a draft, not a contract. Talk it through: 'make it shorter', 'now in a casual texting tone', 'give me another example'. Each tweak gets you closer to what you want.																			Borrador	
errores-comunes	PANTALLA	4	info	Sobre los datos sensibles: lo que escribes en un chat puede guardarse. Antes de pegar algo, pregúntate si te molestaría que lo leyera un desconocido. En el planeta Brújula lo vemos a fondo.	About sensitive data: what you type into a chat may be stored. Before pasting anything, ask yourself whether you'd mind a stranger reading it. We cover this in depth on planet Compass.																			Borrador	
errores-comunes	PANTALLA	5	hype	Si evitas estos cinco errores, ya pides mejor que la mayoría. ¡A practicar!	Avoid these five mistakes and you're already asking better than most people. Let's practice!																			Borrador	
errores-comunes	EJERCICIO	1	opcion-multiple	¿Cuál de estos prompts va a dar una mejor respuesta?	Which of these prompts will get a better answer?			Hazme algo bonito para mi mamá	Make something nice for my mom	Escribe un mensaje corto y cariñoso para el cumpleaños 60 de mi mamá, que ama las plantas	Write a short, warm message for my mom's 60th birthday; she loves plants	Mamá cumpleaños	Mom birthday	Escribe cosas	Write stuff					2	Busca el que dice qué, para quién y cómo.	Look for the one that says what, for whom and how.		Borrador	
errores-comunes	EJERCICIO	2	verdadero-falso	Pegar la contraseña de tu correo en un chat de IA es seguro porque la IA no la recuerda.	Pasting your email password into an AI chat is safe because the AI won't remember it.															falso	Lo que escribes en un chat puede guardarse.	What you type in a chat may be stored.		Borrador	
errores-comunes	EJERCICIO	3	completar-frase	La primera respuesta de una IA es mejor tratarla como un	It's best to treat an AI's first answer as a	.	.	borrador	draft	contrato	contract	secreto	secret							1	Algo que todavía se puede mejorar.	Something that can still be improved.		Borrador	
errores-comunes	EJERCICIO	4	ordenar-pasos	Ordena cómo mejorar una respuesta que no te gustó:	Put in order how to improve an answer you didn't like:			Lee la respuesta completa	Read the whole answer	Identifica qué no te sirve	Pinpoint what doesn't work for you	Pide un cambio concreto	Ask for a specific change	Revisa la nueva versión	Check the new version						Para pedir un cambio, primero tienes que saber qué falla.	To ask for a change, you first need to know what's wrong.		Borrador	
errores-comunes	EJERCICIO	5	escribir-prompt	Reescribe este prompt vago para que funcione mejor: 'hazme un post para Instagram'.	Rewrite this vague prompt so it works better: 'make me an Instagram post'.																Agrega de qué es el post, para quién, el tono y la extensión.	Add what the post is about, who it's for, the tone and the length.		Borrador	
errores-comunes	TAREA			Esta semana, cada vez que una IA te dé una respuesta regular, pídele al menos un ajuste concreto antes de rendirte. Anota cuántas veces mejoró.	This week, every time an AI gives you a so-so answer, ask for at least one specific tweak before giving up. Note how many times it got better.																			Borrador	
prompts-avanzados	LECCION			Prompts avanzados	Advanced prompts	Roles, ejemplos y trucos de nivel superior.	Roles, examples and next-level tricks.																210	Borrador	Mundo Eco. Escrita por Claude, datos a septiembre de 2026.
prompts-avanzados	PLAN			Usar técnicas que mejoran mucho las respuestas.		Darle un rol experto · Mostrar ejemplos de lo que quieres (few-shot) · Pedir que piense paso a paso · Poner restricciones claras (extensión, formato, qué evitar) · Dividir una tarea grande en pasos																			Ordenar los pasos de una tarea dividida. Escribir un prompt con ejemplos.
prompts-avanzados	PANTALLA	1	boot	Ya sabes pedir bien. Ahora vienen los trucos de piloto experto, los que hacen que una respuesta pase de aceptable a increíble.	You already know how to ask well. Now come the expert-pilot tricks, the ones that turn an okay answer into an amazing one.																			Borrador	
prompts-avanzados	PANTALLA	2	leyendo	Truco 1, dale ejemplos. Si quieres descripciones de productos con cierto estilo, pega dos o tres que te gusten y pide 'escribe otras así'. La IA copia el tono y la forma. En inglés se llama few-shot.	Trick 1: give it examples. If you want product descriptions in a certain style, paste two or three you like and say 'write more like these'. The AI copies the tone and shape. This is called few-shot prompting.																			Borrador	
prompts-avanzados	PANTALLA	3	loading	Truco 2, pide el paso a paso. En problemas de cuentas, lógica o decisiones, agrega 'explica tu razonamiento paso a paso antes de la respuesta final'. Así ves cómo llegó al resultado y detectas si se equivocó en el camino.	Trick 2: ask for the steps. For math, logic or decisions, add 'explain your reasoning step by step before the final answer'. That way you see how it got there and can spot where it went wrong.																			Borrador	
prompts-avanzados	PANTALLA	4	info	Truco 3, pon restricciones claras. Le dicen a la IA dónde están los límites:	Trick 3: set clear constraints. They tell the AI where the limits are:																			Borrador	
prompts-avanzados	GRAFICO_TABLA	4						Restricción	Constraint	Ejemplo	Example													Borrador	
prompts-avanzados	FILA	4						Extensión	Length	Máximo 100 palabras	100 words max													Borrador	
prompts-avanzados	FILA	4						Formato	Format	Una tabla de 3 columnas	A 3-column table													Borrador	
prompts-avanzados	FILA	4						Qué evitar	What to avoid	Sin palabras técnicas	No technical words													Borrador	
prompts-avanzados	FILA	4						Público	Audience	Para niños de 10 años	For 10-year-olds													Borrador	
prompts-avanzados	PANTALLA	5	online	Truco 4, divide lo grande. Para un informe o un plan largo, no lo pidas todo de una vez:	Trick 4: break big jobs down. For a report or a long plan, don't ask for it all at once:																			Borrador	
prompts-avanzados	GRAFICO_FLUJO	5						Pide el esquema	Ask for an outline	Corrige o aprueba el esquema	Fix or approve the outline	Pide cada parte por separado	Ask for each part separately	Pide una revisión final	Ask for a final review									Borrador	
prompts-avanzados	PANTALLA	6	hype	Ejemplos, paso a paso, restricciones y dividir. Combínalos con un buen rol y tendrás prompts de nivel experto. ¡A practicar!	Examples, step by step, constraints and breaking it down. Combine them with a good role and your prompts are expert level. Let's practice!																			Borrador	
prompts-avanzados	EJERCICIO	1	opcion-multiple	¿Para qué sirve pegar ejemplos en tu prompt?	What's the point of pasting examples into your prompt?			Para que la respuesta sea más larga	To make the answer longer	Para que copie el estilo y la forma que buscas	So it copies the style and shape you want	Para que responda más rápido	So it answers faster	Para que no guarde tu conversación	So it doesn't save your chat					2	Piensa en las descripciones de productos.	Think about the product descriptions.		Borrador	
prompts-avanzados	EJERCICIO	2	verdadero-falso	Dividir una tarea grande en pasos suele dar mejores resultados que pedirlo todo de una vez.	Breaking a big task into steps usually gets better results than asking for everything at once.															verdadero	Recuerda el truco 4 y su esquema.	Remember trick 4 and its outline.		Borrador	
prompts-avanzados	EJERCICIO	3	completar-frase	'Máximo 100 palabras' y 'sin palabras técnicas' son ejemplos de	'100 words max' and 'no technical words' are examples of	.	.	restricciones	constraints	ejemplos	examples	roles	roles							1	Le marcan límites a la respuesta.	They set limits on the answer.		Borrador	
prompts-avanzados	EJERCICIO	4	ordenar-pasos	Ordena cómo pedir un informe largo dividiéndolo en partes:	Put in order how to ask for a long report by splitting it into parts:			Pide el esquema	Ask for an outline	Corrige o aprueba el esquema	Fix or approve the outline	Pide cada parte por separado	Ask for each part separately	Pide una revisión final	Ask for a final review						Primero la estructura, luego el contenido.	Structure first, then content.		Borrador	
prompts-avanzados	EJERCICIO	5	escribir-prompt	Escribe un prompt con dos ejemplos para que la IA cree descripciones de productos en el mismo estilo.	Write a prompt with two examples so the AI writes product descriptions in the same style.																Pega los ejemplos y luego di qué productos nuevos quieres.	Paste the examples, then say which new products you want.		Borrador	
prompts-avanzados	TAREA			Elige una tarea real de esta semana y pídela usando al menos dos trucos de esta lección. Guarda el prompt: te servirá de plantilla.	Pick a real task from this week and ask for it using at least two tricks from this lesson. Save the prompt: it'll become your template.																			Borrador	
pide-ayuda-a-la-ia	LECCION			Pide ayuda a la IA con tu prompt	Ask AI to help with your prompt	Meta-prompting: que la IA te ayude a mejorar lo que le pides.	Meta-prompting: let AI help you improve what you ask for.																180	Borrador	Mundo Eco. Escrita por Claude, datos a septiembre de 2026.
pide-ayuda-a-la-ia	PLAN			Usar la propia IA para mejorar lo que le pides (meta-prompting).		Pedirle que te haga preguntas antes de responder · Pedirle que mejore tu prompt · Pedirle que critique su propia respuesta y la corrija																			Escribir un prompt que pida ayuda para escribir un mejor prompt.
pide-ayuda-a-la-ia	PANTALLA	1	boot	¿Y si no sabes cómo pedirle algo a la IA? Fácil: pídele ayuda a la misma IA. Se llama meta-prompting, y es como pedirle al mesero que te recomiende qué pedir.	What if you don't know how to ask the AI for something? Easy: ask the AI itself for help. It's called meta-prompting, and it's like asking the waiter what to order.																			Borrador	
pide-ayuda-a-la-ia	PANTALLA	2	leyendo	Truco 1, que te entreviste. Agrega al final: 'antes de responder, hazme las preguntas que necesites para hacerlo bien'. La IA te pregunta lo que le falta y tú solo respondes.	Trick 1: let it interview you. Add at the end: 'before answering, ask me any questions you need to do this well'. The AI asks for what's missing and you just answer.																			Borrador	
pide-ayuda-a-la-ia	PANTALLA	3	online	Truco 2, que mejore tu prompt. Escribe tu idea como te salga y pide: 'mejora este prompt para obtener un mejor resultado y explícame qué cambiaste'. Además de un mejor prompt, aprendes por qué funciona.	Trick 2: let it improve your prompt. Write your idea however it comes out and ask: 'improve this prompt to get a better result and explain what you changed'. You get a better prompt and learn why it works.																			Borrador	
pide-ayuda-a-la-ia	PANTALLA	4	info	Truco 3, que se revise a sí misma. Después de una respuesta, pide: 'revisa tu respuesta, ¿qué le falta o qué podría estar mal? Corrígela'. Muchas veces encuentra sus propios errores.	Trick 3: let it check itself. After an answer, ask: 'review your answer. What's missing or could be wrong? Fix it'. It often catches its own mistakes.																			Borrador	
pide-ayuda-a-la-ia	PANTALLA	5	hype	Juntando los tres trucos, el camino queda así. ¡Vamos a practicar!	Put the three tricks together and the path looks like this. Let's practice!																			Borrador	
pide-ayuda-a-la-ia	GRAFICO_FLUJO	5						Escribes tu idea	You write your idea	La IA te hace preguntas	The AI asks you questions	Respondes	You answer	La IA arma el prompt	The AI builds the prompt	Lo usas y lo ajustas	You use it and tweak it							Borrador	
pide-ayuda-a-la-ia	EJERCICIO	1	opcion-multiple	¿Cuál de estos es un ejemplo de meta-prompting?	Which of these is an example of meta-prompting?			Escribe un poema sobre el mar	Write a poem about the sea	Mejora este prompt y explícame qué cambiaste	Improve this prompt and explain what you changed	Traduce esta frase al inglés	Translate this sentence into Spanish	Resume este texto	Summarize this text					2	Es el que le pide ayuda a la IA con el pedido mismo.	It's the one asking the AI for help with the request itself.		Borrador	
pide-ayuda-a-la-ia	EJERCICIO	2	verdadero-falso	Puedes pedirle a una IA que revise y corrija su propia respuesta.	You can ask an AI to review and fix its own answer.															verdadero	Es el truco 3.	It's trick 3.		Borrador	
pide-ayuda-a-la-ia	EJERCICIO	3	completar-frase	Pedirle a la IA que te ayude a escribir un mejor prompt se llama	Asking the AI to help you write a better prompt is called	.	.	meta-prompting	meta-prompting	formateo	formatting	descarga	downloading							1	Es el nombre que usamos en la primera pantalla.	It's the name from the first screen.		Borrador	
pide-ayuda-a-la-ia	EJERCICIO	4	ordenar-pasos	Ordena el camino del meta-prompting:	Put the meta-prompting path in order:			Escribes tu idea	You write your idea	La IA te hace preguntas	The AI asks you questions	Respondes	You answer	La IA arma el prompt	The AI builds the prompt	Lo usas y lo ajustas	You use it and tweak it				Sin tus respuestas, la IA no puede armar un buen prompt.	Without your answers, the AI can't build a good prompt.		Borrador	
pide-ayuda-a-la-ia	EJERCICIO	5	escribir-prompt	Escribe un prompt pidiéndole a la IA que te entreviste antes de ayudarte a escribir tu hoja de vida.	Write a prompt asking the AI to interview you before helping you write your resume.																Pídele que haga las preguntas de una en una.	Ask it to ask the questions one at a time.		Borrador	
pide-ayuda-a-la-ia	TAREA			Toma algo que quieras lograr esta semana y pídele a la IA que te entreviste antes de ayudarte. Compara el resultado con lo que habrías pedido tú solo.	Take something you want to get done this week and ask the AI to interview you before helping. Compare the result with what you'd have asked for on your own.																			Borrador	
ia-para-escribir	LECCION			IA para escribir y organizar	AI for writing and organizing	Documentos, correos, notas.	Documents, emails, notes.																180	Borrador	Mundo Forja. Escrita por Claude, datos a septiembre de 2026.
ia-para-escribir	PLAN			Usar la IA para escribir y organizar en el trabajo.		Redactar y responder correos · Resumir documentos largos · Cambiar el tono de un texto · Ordenar notas sueltas en un plan · Siempre revisar antes de enviar																			Tarea: resumir un documento real propio (sin datos sensibles).
